2333417	TRUE
2333419	TRUE
2375129	TRUE
2375130	TRUE
4216284	TRUE
4216285	TRUE
4428481	TRUE
4428482	TRUE
838853	TRUE
838860	TRUE
838864	TRUE
838895	TRUE
838923	TRUE
838926	TRUE
838936	TRUE
2617083	TRUE
2617084	TRUE
2708588	TRUE
2708589	TRUE
3342863	TRUE
3342866	TRUE
948870	TRUE
948871	TRUE
1223874	TRUE
1223876	TRUE
2165106	TRUE
2165107	TRUE
2658701	TRUE
2658703	TRUE
1463870	TRUE
1463881	TRUE
1678737	TRUE
1678738	TRUE
2847054	TRUE
2847055	TRUE
3686594	TRUE
3686595	TRUE
439316	TRUE
439317	TRUE
756590	TRUE
756591	TRUE
3361936	TRUE
3361937	TRUE
4131943	TRUE
4131944	TRUE
142707	TRUE
142708	TRUE
294926	TRUE
294927	TRUE
576774	TRUE
576775	TRUE
622370	TRUE
622371	TRUE
1097380	TRUE
1097381	TRUE
2068480	TRUE
2068481	TRUE
2596100	TRUE
2596102	TRUE
2868223	TRUE
2868224	TRUE
2868994	TRUE
2868995	TRUE
3710861	TRUE
3710862	TRUE
144946	TRUE
144947	TRUE
3590788	TRUE
3590791	TRUE
1226116	TRUE
1226117	TRUE
1468259	TRUE
1468260	TRUE
2238326	TRUE
2238327	TRUE
4274152	TRUE
4274153	TRUE
1185159	TRUE
1185160	TRUE
1605846	TRUE
1605851	TRUE
1918670	TRUE
1918671	TRUE
2253984	TRUE
2253985	TRUE
2494543	TRUE
2494544	TRUE
3222806	TRUE
3222807	TRUE
710645	TRUE
710646	TRUE
4344737	TRUE
4344738	TRUE
1035287	TRUE
1035288	TRUE
1055629	TRUE
1055630	TRUE
3950856	TRUE
3950998	TRUE
