id,dupe_flag
100085250,TRUE
100085251,TRUE
100085281,TRUE
100085282,TRUE
100085302,TRUE
100085304,TRUE
100085516,TRUE
100085517,TRUE
100085522,TRUE
100085523,TRUE
100085524,TRUE
100085525,TRUE
100085526,TRUE
100085527,TRUE
100085532,TRUE
100085533,TRUE
100085534,TRUE
100085535,TRUE
100085536,TRUE
100085538,TRUE
100085539,TRUE
100085540,TRUE
100085541,TRUE
100085542,TRUE
100085543,TRUE
100085544,TRUE
100085545,TRUE
100085546,TRUE
100085714,TRUE
100085715,TRUE
100085807,TRUE
100085810,TRUE
100085812,TRUE
100085813,TRUE
100085814,TRUE
100085817,TRUE
100085818,TRUE
100085819,TRUE
100085856,TRUE
100085857,TRUE
100085885,TRUE
100085886,TRUE
100085887,TRUE
100085888,TRUE
100085889,TRUE
100085927,TRUE
100086041,TRUE
100086043,TRUE
100086847,TRUE
100086851,TRUE
100086853,TRUE
100086855,TRUE
100086857,TRUE
100086861,TRUE
100086869,TRUE
100086877,TRUE
100086881,TRUE
100086883,TRUE
100086902,TRUE
100086903,TRUE
100086904,TRUE
100086908,TRUE
100086909,TRUE
100086910,TRUE
100086912,TRUE
100086914,TRUE
100086916,TRUE
100086921,TRUE
100086929,TRUE
100086934,TRUE
100086936,TRUE
100086943,TRUE
100086946,TRUE
100086947,TRUE
100086948,TRUE
100086949,TRUE
100086950,TRUE
100086951,TRUE
100086952,TRUE
100086953,TRUE
100086961,TRUE
100086971,TRUE
100086975,TRUE
100086985,TRUE
100086995,TRUE
100087011,TRUE
100087017,TRUE
100087021,TRUE
100087027,TRUE
100087047,TRUE
100087053,TRUE
100087078,TRUE
100087098,TRUE
100087102,TRUE
100087116,TRUE
100087358,TRUE
100087394,TRUE
100087396,TRUE
100087398,TRUE
100087400,TRUE
100087402,TRUE
100087404,TRUE
100087408,TRUE
100087410,TRUE
100087412,TRUE
100087414,TRUE
100087416,TRUE
100087418,TRUE
100087420,TRUE
100087422,TRUE
100087424,TRUE
100087426,TRUE
100087428,TRUE
100087430,TRUE
100089855,TRUE
100089857,TRUE
