FY2016_trim_4.csv,2016,zip,0.9823,16997,0.0127,17521,2078
FY2016_trim_4.csv,2016,place,0.9961,15319,0.0876,3539,462
FY2016_trim_4.csv,2016,city,0.9647,9065,1e-4,35339,1716
FY2016_trim_5.csv,2016,state,1,61,0.0365,0,1
FY2016_trim_5.csv,2016,zip,0.9818,16223,0.0126,14763,1974
FY2016_trim_5.csv,2016,place,0.9959,14505,0.0904,3042,425
FY2016_trim_5.csv,2016,city,0.9643,8670,1e-4,29247,1602
FY2017_trim_1.csv,2017,state,1,59,0.0346,0,1
FY2017_trim_1.csv,2017,zip,0.9817,16293,0.0107,18125,1905
FY2017_trim_1.csv,2017,place,0.9959,14972,0.0851,3765,473
FY2017_trim_1.csv,2017,city,0.9663,8681,1e-4,33648,1580
FY2017_trim_2.csv,2017,state,1,60,0.0345,0,1
FY2017_trim_2.csv,2017,zip,0.9818,16494,0.0105,17972,1994
FY2017_trim_2.csv,2017,place,0.9958,15171,0.0835,3823,505
FY2017_trim_2.csv,2017,city,0.9663,8813,1e-4,33666,1629
FY2017_trim_3.csv,2017,state,1,61,0.0352,0,1
FY2017_trim_3.csv,2017,zip,0.9814,16577,0.0107,18364,1957
FY2017_trim_3.csv,2017,place,0.996,15195,0.0843,3682,523
FY2017_trim_3.csv,2017,city,0.9659,8797,1e-4,34070,1582
FY2017_trim_4.csv,2017,state,1,61,0.0349,1,2
FY2017_trim_4.csv,2017,zip,0.9814,16546,0.0105,18372,2028
FY2017_trim_4.csv,2017,place,0.9958,15290,0.0837,3880,526
FY2017_trim_4.csv,2017,city,0.966,8852,1e-4,33984,1674
FY2017_trim_5.csv,2017,state,1,61,0.0346,0,1
FY2017_trim_5.csv,2017,zip,0.9814,16522,0.0103,16696,2013
FY2017_trim_5.csv,2017,place,0.9959,15170,0.0836,3389,507
FY2017_trim_5.csv,2017,city,0.9667,8760,1e-4,30226,1588
FY2018_trim_1.csv,2018,state,1,60,0.0281,0,1
FY2018_trim_1.csv,2018,zip,0.9859,14956,0.0082,14019,1701
FY2018_trim_1.csv,2018,place,0.9978,13675,0.0749,2054,367
FY2018_trim_1.csv,2018,city,0.9726,7932,1e-4,27421,1398
FY2018_trim_2.csv,2018,state,1,60,0.0285,1,2
FY2018_trim_2.csv,2018,zip,0.9857,15317,0.0083,14222,1754
FY2018_trim_2.csv,2018,place,0.9978,13738,0.074,2059,354
FY2018_trim_2.csv,2018,city,0.9721,8129,1e-4,27851,1478
FY2018_trim_3.csv,2018,state,1,59,0.028,1,2
FY2018_trim_3.csv,2018,zip,0.986,15286,0.0081,13907,1777
FY2018_trim_3.csv,2018,place,0.9978,13746,0.074,2068,367
FY2018_trim_3.csv,2018,city,0.9727,8134,1e-4,27267,1446
FY2018_trim_4.csv,2018,state,1,60,0.0287,0,1
FY2018_trim_4.csv,2018,zip,0.9856,15225,0.0084,14319,1807
FY2018_trim_4.csv,2018,place,0.9977,13734,0.0738,2175,373
FY2018_trim_4.csv,2018,city,0.9719,8120,0,28052,1505
FY2018_trim_5.csv,2018,state,1,61,0.0274,1,2
FY2018_trim_5.csv,2018,zip,0.9857,15630,0.0078,14193,1856
FY2018_trim_5.csv,2018,place,0.9977,14101,0.0721,2090,380
FY2018_trim_5.csv,2018,city,0.9733,8294,1e-4,26656,1464
FY2018_trim_6.csv,2018,state,1,60,0.028,0,1
FY2018_trim_6.csv,2018,zip,0.9855,13742,0.008,8761,1455
FY2018_trim_6.csv,2018,place,0.9977,12300,0.0736,1298,270
FY2018_trim_6.csv,2018,city,0.9727,7293,1e-4,16678,1233
FY2019_trim_1.csv,2019,state,1,60,0.0228,0,1
FY2019_trim_1.csv,2019,zip,0.9873,13978,0.0053,12622,1552
FY2019_trim_1.csv,2019,place,0.9978,12736,0.0579,2100,329
